dataset,recording,derivation,median_abs_uV
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,Fp1-F7,2434.879
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,Fp2-F4,839.567
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,Fp2-F8,822.669
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,Fz-Cz,1281.018
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,P3-O1,1413.612
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,P4-O2,814.136
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,P7-O1,2193.867
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,P8-O2,815.14
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,T7-P7,646.825
tusz,tusz_v2.0.6/edf/dev/aaaaamnd/s017_2014/01_tcp_ar/aaaaamnd_s017_t001.edf,T8-P8,1231.996
tusz,tusz_v2.0.6/edf/dev/aaaaamnk/s005_2012/01_tcp_ar/aaaaamnk_s005_t006.edf,F8-T8,1254.834
tusz,tusz_v2.0.6/edf/dev/aaaaamnk/s005_2012/01_tcp_ar/aaaaamnk_s005_t006.edf,Fp2-F8,1260.187
tusz,tusz_v2.0.6/edf/dev/aaaaamnk/s005_2012/01_tcp_ar/aaaaamnk_s005_t007.edf,F8-T8,1025.534
tusz,tusz_v2.0.6/edf/dev/aaaaamnk/s005_2012/01_tcp_ar/aaaaamnk_s005_t007.edf,Fp2-F8,1026.956
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t000.edf,F7-T7,350.517
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t000.edf,F8-T8,1137.381
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t000.edf,Fp1-F7,206.127
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t000.edf,Fp2-F8,1006.042
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t000.edf,P7-O1,283.425
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t000.edf,P8-O2,386.321
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t001.edf,F7-T7,349.68
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t001.edf,F8-T8,1134.871
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t001.edf,Fp1-F7,204.789
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t001.edf,Fp2-F8,1003.03
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t001.edf,P7-O1,282.923
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s001_2012/01_tcp_ar/aaaaampk_s001_t001.edf,P8-O2,385.987
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t003.edf,P3-O1,556.142
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t003.edf,P7-O1,912.348
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t003.edf,T7-P7,1437.035
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t004.edf,P3-O1,1164.486
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t004.edf,P7-O1,2031.994
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t004.edf,T7-P7,3001.896
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t005.edf,P3-O1,1103.584
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t005.edf,P7-O1,1056.737
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t005.edf,T7-P7,2041.196
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t006.edf,P3-O1,1204.64
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t006.edf,P7-O1,403.722
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t006.edf,T7-P7,812.463
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t007.edf,P3-O1,682.629
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t007.edf,P7-O1,371.096
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s009_2012/01_tcp_ar/aaaaampk_s009_t007.edf,T7-P7,388.329
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s010_2012/01_tcp_ar/aaaaampk_s010_t010.edf,P3-O1,249.126
tusz,tusz_v2.0.6/edf/dev/aaaaampk/s010_2012/01_tcp_ar/aaaaampk_s010_t010.edf,P7-O1,251.385
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,C3-P3,1195.94
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,C4-P4,4014.631
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,F3-C3,2696.386
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,F7-T7,1237.935
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,F8-T8,1149.428
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,Fp1-F3,0.502
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,Fp1-F7,3163.017
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,Fp2-F4,0.669
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,Fp2-F8,3192.129
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,P3-O1,1117.471
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,P4-O2,808.615
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,P7-O1,4155.507
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,P8-O2,1134.537
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,T7-P7,2569.146
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t001.edf,T8-P8,1189.917
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,C3-P3,1072.464
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,C4-P4,4666.475
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,F3-C3,4335.032
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,F7-T7,1164.653
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,F8-T8,707.726
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,Fp1-F7,3682.518
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,Fp2-F8,4539.151
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,P3-O1,814.471
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,P4-O2,952.502
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,P7-O1,4663.129
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,T7-P7,4535.972
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t002.edf,T8-P8,2266.731
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,C3-P3,4401.538
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,C4-P4,3648.554
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,F3-C3,4669.487
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,F7-T7,3843.137
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,F8-T8,734.998
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,Fp1-F3,0.502
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,Fp1-F7,346.501
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,Fp2-F4,0.335
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,Fp2-F8,3014.528
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,P3-O1,3945.197
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,P4-O2,231.057
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,P7-O1,4325.16
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,T7-P7,3724.179
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t003.edf,T8-P8,1859.998
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,C3-P3,530.293
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,C4-P4,1792.99
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,F3-C3,5343.499
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,F4-C4,4140.7
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,F7-T7,812.547
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,F8-T8,3437.24
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,Fp1-F3,379.378
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,Fp1-F7,610.937
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,P3-O1,293.38
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,P4-O2,5383.654
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,P7-O1,5153.183
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t004.edf,T8-P8,3435.985
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,C4-P4,1846.278
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,F3-C3,5144.148
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,F4-C4,4207.289
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,F7-T7,1002.863
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,F8-T8,3445.438
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,Fp1-F3,460.942
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,Fp1-F7,676.941
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,P4-O2,5237.675
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,P7-O1,4941.534
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,P8-O2,213.991
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,T7-P7,223.193
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s003_2012/01_tcp_ar/aaaaamqq_s003_t005.edf,T8-P8,3369.479
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s009_2012/01_tcp_ar/aaaaamqq_s009_t000.edf,F7-T7,1307.871
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s009_2012/01_tcp_ar/aaaaamqq_s009_t000.edf,T7-P7,1307.537
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s011_2012/01_tcp_ar/aaaaamqq_s011_t006.edf,C3-P3,211.816
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s011_2012/01_tcp_ar/aaaaamqq_s011_t006.edf,F7-T7,279.242
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s011_2012/01_tcp_ar/aaaaamqq_s011_t006.edf,F8-T8,256.153
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s011_2012/01_tcp_ar/aaaaamqq_s011_t006.edf,Fp1-F7,291.289
tusz,tusz_v2.0.6/edf/dev/aaaaamqq/s011_2012/01_tcp_ar/aaaaamqq_s011_t006.edf,Fp2-F8,290.787
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s004_2016/01_tcp_ar/aaaaamva_s004_t046.edf,C3-P3,238.335
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s004_2016/01_tcp_ar/aaaaamva_s004_t046.edf,F3-C3,530.125
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s004_2016/01_tcp_ar/aaaaamva_s004_t046.edf,P3-O1,398.702
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s005_2016/01_tcp_ar/aaaaamva_s005_t004.edf,P8-O2,259.918
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s006_2016/01_tcp_ar/aaaaamva_s006_t011.edf,F3-C3,4563.997
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s006_2016/01_tcp_ar/aaaaamva_s006_t011.edf,F7-T7,4033.202
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s006_2016/01_tcp_ar/aaaaamva_s006_t011.edf,Fp1-F3,4251.794
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s006_2016/01_tcp_ar/aaaaamva_s006_t011.edf,P3-O1,256.321
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s006_2016/01_tcp_ar/aaaaamva_s006_t011.edf,P7-O1,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaamva/s006_2016/01_tcp_ar/aaaaamva_s006_t011.edf,T7-P7,3695.234
tusz,tusz_v2.0.6/edf/dev/aaaaandx/s001_2012/01_tcp_ar/aaaaandx_s001_t000.edf,F8-T8,559.325
tusz,tusz_v2.0.6/edf/dev/aaaaandx/s001_2012/01_tcp_ar/aaaaandx_s001_t000.edf,Fp2-F8,561.199
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s008_2013/01_tcp_ar/aaaaaoek_s008_t004.edf,F8-T8,265.69
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s008_2013/01_tcp_ar/aaaaaoek_s008_t004.edf,T8-P8,268.702
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t003.edf,F8-T8,287.106
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s026_2013/01_tcp_ar/aaaaaoek_s026_t003.edf,Fp2-F8,292.125
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t010.edf,Cz-Pz,445.55
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s034_2013/01_tcp_ar/aaaaaoek_s034_t010.edf,Fz-Cz,336.546
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s035_2013/01_tcp_ar/aaaaaoek_s035_t000.edf,Cz-Pz,453.58
tusz,tusz_v2.0.6/edf/dev/aaaaaoek/s035_2013/01_tcp_ar/aaaaaoek_s035_t000.edf,Fz-Cz,411.92
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s004_2013/01_tcp_ar/aaaaaoiz_s004_t000.edf,F7-T7,1946.163
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s004_2013/01_tcp_ar/aaaaaoiz_s004_t000.edf,Fp1-F7,2333.488
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s004_2013/01_tcp_ar/aaaaaoiz_s004_t000.edf,Fz-Cz,1087.522
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s004_2013/01_tcp_ar/aaaaaoiz_s004_t000.edf,P3-O1,3704.603
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s004_2013/01_tcp_ar/aaaaaoiz_s004_t000.edf,P7-O1,3656.083
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s004_2013/01_tcp_ar/aaaaaoiz_s004_t000.edf,T7-P7,365.408
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t005.edf,P3-O1,213.656
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t005.edf,P7-O1,208.804
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t006.edf,P3-O1,401.379
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t006.edf,P7-O1,397.866
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t007.edf,P3-O1,1762.037
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t007.edf,P7-O1,1713.433
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t008.edf,F7-T7,586.76
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t008.edf,Fz-Cz,464.958
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t008.edf,P3-O1,4667.813
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t008.edf,P7-O1,4443.115
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t008.edf,T7-P7,428.317
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t009.edf,F7-T7,1363.669
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t009.edf,Fp1-F7,2103.603
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t009.edf,Fz-Cz,616.625
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t009.edf,P3-O1,4588.508
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t009.edf,P7-O1,4413.835
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t009.edf,T7-P7,560.158
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t010.edf,F7-T7,818.653
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t010.edf,Fp1-F7,1408.592
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t010.edf,Fz-Cz,254.313
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t010.edf,P3-O1,2984.831
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t010.edf,P7-O1,2811.162
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s006_2013/01_tcp_ar/aaaaaoiz_s006_t010.edf,T7-P7,373.773
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s007_2016/01_tcp_ar/aaaaaoiz_s007_t000.edf,C3-P3,0.524
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s007_2016/01_tcp_ar/aaaaaoiz_s007_t000.edf,F4-C4,0.951
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s007_2016/01_tcp_ar/aaaaaoiz_s007_t000.edf,F8-T8,0.287
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s007_2016/01_tcp_ar/aaaaaoiz_s007_t000.edf,P4-O2,0.918
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s007_2016/01_tcp_ar/aaaaaoiz_s007_t000.edf,T8-P8,0.475
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s008_2016/01_tcp_ar/aaaaaoiz_s008_t004.edf,P4-O2,380.8
tusz,tusz_v2.0.6/edf/dev/aaaaaoiz/s008_2016/01_tcp_ar/aaaaaoiz_s008_t004.edf,P8-O2,371.431
tusz,tusz_v2.0.6/edf/dev/aaaaaool/s005_2013/01_tcp_ar/aaaaaool_s005_t007.edf,Fz-Cz,529.038
tusz,tusz_v2.0.6/edf/dev/aaaaaool/s011_2013/01_tcp_ar/aaaaaool_s011_t008.edf,C4-P4,218.676
tusz,tusz_v2.0.6/edf/dev/aaaaaool/s011_2013/01_tcp_ar/aaaaaool_s011_t008.edf,F4-C4,251.134
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,C3-P3,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,C4-P4,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,Cz-Pz,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,F4-C4,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,F7-T7,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,F8-T8,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,Fp1-F7,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,Fp2-F4,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,Fp2-F8,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,Fz-Cz,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,P4-O2,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,P7-O1,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,P8-O2,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,T7-P7,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t000.edf,T8-P8,0.0
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t009.edf,C3-P3,213.656
tusz,tusz_v2.0.6/edf/dev/aaaaaopm/s003_2013/01_tcp_ar/aaaaaopm_s003_t009.edf,C4-P4,545.602
